,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
13292,-121.92,37.96,14.0,5332.0,884.0,2093.0,839.0,5.2798,237400.0
13293,-121.92,37.74,8.0,452.0,51.0,140.0,43.0,12.5915,432400.0
13295,-121.92,37.72,4.0,7477.0,1576.0,2937.0,1506.0,5.1437,299400.0
13296,-121.92,37.69,13.0,3742.0,555.0,1590.0,559.0,7.316,285400.0
13299,-121.92,37.53,7.0,28258.0,3864.0,12203.0,3701.0,8.4045,451100.0
13300,-121.92,37.49,10.0,7441.0,1588.0,3571.0,1466.0,5.1643,193100.0
13303,-121.92,37.45,10.0,3937.0,1054.0,2032.0,1002.0,3.2617,252200.0
13312,-121.92,37.31,13.0,6035.0,1551.0,2946.0,1481.0,4.0524,213900.0
13342,-121.93,38.02,13.0,1524.0,286.0,940.0,308.0,5.1337,154800.0
13343,-121.93,37.93,16.0,2169.0,262.0,877.0,245.0,6.6049,312600.0
13344,-121.93,37.89,13.0,2085.0,292.0,852.0,264.0,7.3445,366700.0
13345,-121.93,37.78,2.0,227.0,35.0,114.0,49.0,3.1591,434700.0
13346,-121.93,37.76,5.0,2255.0,269.0,876.0,258.0,10.3345,461400.0
13347,-121.93,37.74,16.0,3326.0,419.0,1272.0,402.0,6.8806,343500.0
13350,-121.93,37.7,3.0,2456.0,582.0,793.0,456.0,4.4087,225600.0
13354,-121.93,37.49,5.0,1150.0,311.0,648.0,245.0,3.5714,300000.0
13362,-121.93,37.3,16.0,2111.0,485.0,1285.0,499.0,5.0477,292500.0
13363,-121.93,37.3,16.0,1111.0,226.0,317.0,199.0,2.7153,233300.0
13364,-121.93,37.3,14.0,6277.0,1742.0,3025.0,1630.0,4.0653,234200.0
13375,-121.93,37.05,14.0,679.0,108.0,306.0,113.0,6.4214,340600.0
13377,-121.93,36.99,19.0,6356.0,1100.0,2954.0,1070.0,4.7325,283500.0
13384,-121.94,38.89,15.0,1462.0,314.0,774.0,271.0,2.5478,91700.0
13385,-121.94,38.41,15.0,1263.0,211.0,665.0,208.0,4.5,260900.0
13387,-121.94,38.37,17.0,7973.0,1591.0,2899.0,1502.0,2.8357,120100.0
13391,-121.94,37.95,18.0,2541.0,355.0,986.0,346.0,7.1978,288000.0
13392,-121.94,37.93,16.0,3421.0,427.0,1341.0,428.0,7.5695,320400.0
13393,-121.94,37.83,11.0,2836.0,373.0,959.0,335.0,10.5815,500001.0
13394,-121.94,37.8,8.0,11336.0,1657.0,4089.0,1555.0,7.8287,369200.0
13395,-121.94,37.76,4.0,6875.0,1439.0,2889.0,1307.0,4.6932,356100.0
13396,-121.94,37.75,17.0,2559.0,370.0,1238.0,377.0,6.2781,269800.0
13398,-121.94,37.71,15.0,6473.0,1027.0,2484.0,970.0,5.0143,271100.0
13399,-121.94,37.56,15.0,5674.0,748.0,2412.0,714.0,8.3996,442900.0
13403,-121.94,37.42,16.0,3936.0,788.0,1910.0,769.0,4.7049,112500.0
13405,-121.94,37.35,18.0,1922.0,561.0,1096.0,545.0,2.3713,244000.0
13412,-121.94,37.31,5.0,2364.0,578.0,1102.0,502.0,5.2642,246400.0
13424,-121.94,37.25,16.0,3942.0,749.0,1894.0,737.0,5.2894,332800.0
13427,-121.94,37.24,19.0,1741.0,294.0,632.0,279.0,5.5944,290500.0
13429,-121.94,36.99,11.0,4571.0,924.0,2004.0,847.0,4.2898,221700.0
13434,-121.95,38.43,19.0,3011.0,551.0,1665.0,535.0,5.1534,232800.0
13435,-121.95,38.34,9.0,4999.0,874.0,2687.0,817.0,4.2324,142100.0
13436,-121.95,38.03,5.0,5526.0,1102.0,3207.0,1012.0,4.0767,143100.0
13437,-121.95,38.02,9.0,3360.0,833.0,2041.0,810.0,2.1013,100700.0
13438,-121.95,37.96,18.0,2739.0,393.0,1072.0,374.0,6.1436,259500.0
13441,-121.95,37.81,5.0,7178.0,898.0,2823.0,907.0,9.0776,450400.0
13442,-121.95,37.78,4.0,14652.0,2826.0,5613.0,2579.0,6.3942,356700.0
13443,-121.95,37.74,19.0,5721.0,837.0,2653.0,813.0,6.2631,266000.0
13444,-121.95,37.74,19.0,1127.0,170.0,518.0,167.0,6.3325,250000.0
13448,-121.95,37.41,13.0,2164.0,412.0,1087.0,411.0,4.7625,137500.0
13464,-121.95,37.29,9.0,1503.0,381.0,715.0,349.0,4.6371,234300.0
13467,-121.95,37.28,19.0,7027.0,1847.0,3759.0,1753.0,3.1509,242900.0
13468,-121.95,37.27,17.0,1330.0,271.0,408.0,258.0,1.7171,181300.0
13469,-121.95,37.26,10.0,3611.0,803.0,1599.0,716.0,5.2,248700.0
13480,-121.96,38.54,6.0,1485.0,318.0,894.0,308.0,3.2222,139600.0
13481,-121.96,38.36,11.0,3208.0,790.0,1772.0,694.0,2.7434,218800.0
13483,-121.96,38.34,7.0,3292.0,698.0,1911.0,702.0,3.89,140300.0
13484,-121.96,38.34,15.0,2857.0,373.0,1325.0,359.0,6.0252,151700.0
13485,-121.96,38.34,14.0,3035.0,680.0,1597.0,663.0,3.6036,143500.0
13486,-121.96,38.33,3.0,7985.0,1257.0,3664.0,1215.0,4.976,158300.0
13487,-121.96,38.32,12.0,5127.0,998.0,2749.0,976.0,4.0458,130600.0
13489,-121.96,37.99,2.0,3129.0,707.0,1606.0,698.0,2.9591,210100.0
13491,-121.96,37.95,7.0,3418.0,740.0,1583.0,676.0,3.6133,196100.0
13493,-121.96,37.95,13.0,3216.0,765.0,1627.0,715.0,3.0859,167800.0
13495,-121.96,37.85,10.0,3209.0,379.0,1199.0,392.0,12.2478,500001.0
13497,-121.96,37.81,12.0,6488.0,778.0,2404.0,765.0,8.3188,403400.0
13498,-121.96,37.76,8.0,3865.0,463.0,1548.0,432.0,9.7037,425100.0
13499,-121.96,37.71,6.0,8072.0,1050.0,3386.0,1062.0,7.2494,336500.0
13500,-121.96,37.54,14.0,5106.0,1207.0,2738.0,1108.0,3.9909,236000.0
13503,-121.96,37.53,18.0,2375.0,652.0,1252.0,586.0,2.6198,235900.0
13506,-121.96,37.43,18.0,2514.0,578.0,2205.0,545.0,3.3859,158000.0
13507,-121.96,37.41,17.0,3208.0,617.0,2286.0,602.0,5.2937,238000.0
13510,-121.96,37.36,16.0,5040.0,1325.0,3150.0,1196.0,4.2837,264500.0
13516,-121.96,37.32,11.0,1711.0,493.0,1094.0,543.0,3.73,227700.0
13527,-121.96,37.25,19.0,1858.0,359.0,790.0,347.0,4.5156,339300.0
13533,-121.96,37.06,16.0,1321.0,224.0,650.0,206.0,6.3258,390000.0
13534,-121.96,37.03,17.0,1343.0,203.0,511.0,185.0,4.625,386400.0
13535,-121.96,36.98,16.0,4907.0,1117.0,2265.0,1048.0,2.6757,229200.0
13538,-121.97,39.79,16.0,1453.0,299.0,904.0,286.0,3.5735,89600.0
13539,-121.97,38.35,17.0,5678.0,1116.0,3182.0,1135.0,3.7388,122000.0
13540,-121.97,38.34,16.0,2331.0,450.0,1074.0,400.0,4.0329,126800.0
13541,-121.97,38.34,11.0,1500.0,319.0,899.0,304.0,4.5568,127200.0
13542,-121.97,38.03,17.0,3685.0,685.0,1939.0,649.0,3.7043,139800.0
13546,-121.97,37.95,8.0,4253.0,709.0,1883.0,662.0,5.431,246700.0
13547,-121.97,37.93,4.0,3241.0,464.0,1552.0,494.0,6.6134,307000.0
13548,-121.97,37.87,4.0,1029.0,126.0,416.0,122.0,13.4883,500001.0
13549,-121.97,37.8,17.0,3279.0,418.0,1222.0,381.0,7.9168,356000.0
13550,-121.97,37.79,17.0,5688.0,824.0,2111.0,773.0,6.6131,312500.0
13551,-121.97,37.79,16.0,3873.0,484.0,1451.0,501.0,6.7857,341300.0
13552,-121.97,37.77,13.0,7241.0,1007.0,3221.0,947.0,7.2216,324600.0
13555,-121.97,37.56,13.0,8918.0,1823.0,4518.0,1772.0,4.8052,254000.0
13556,-121.97,37.55,17.0,4924.0,1247.0,3080.0,1182.0,3.168,189400.0
13563,-121.97,37.44,17.0,127.0,28.0,219.0,22.0,4.5179,112500.0
13564,-121.97,37.4,17.0,2937.0,558.0,1662.0,533.0,5.8792,255500.0
13579,-121.97,37.26,19.0,2174.0,454.0,998.0,426.0,4.6827,255100.0
13585,-121.97,36.98,17.0,2813.0,497.0,1337.0,477.0,3.7083,252400.0
13587,-121.97,36.97,15.0,2849.0,668.0,1546.0,582.0,2.7587,228600.0
13594,-121.98,38.35,16.0,1697.0,267.0,832.0,277.0,4.4375,132600.0
13595,-121.98,38.34,18.0,3876.0,916.0,2386.0,867.0,2.5938,129500.0
13596,-121.98,38.34,13.0,3616.0,672.0,2022.0,652.0,4.0536,134800.0
13597,-121.98,38.29,4.0,8778.0,1291.0,4010.0,1188.0,5.4399,187100.0
13601,-121.98,37.96,12.0,5048.0,1122.0,2209.0,1014.0,3.1573,126700.0
13602,-121.98,37.95,16.0,2984.0,406.0,1317.0,397.0,6.7821,265900.0
13603,-121.98,37.95,14.0,6290.0,854.0,2724.0,820.0,6.7371,267400.0
13604,-121.98,37.82,18.0,9117.0,1248.0,3280.0,1167.0,8.003,351300.0
13605,-121.98,37.81,18.0,2903.0,387.0,1127.0,372.0,5.5921,359100.0
13606,-121.98,37.8,16.0,2498.0,330.0,1027.0,343.0,8.155,343700.0
13607,-121.98,37.74,8.0,2865.0,389.0,1376.0,417.0,7.9393,399300.0
13609,-121.98,37.54,17.0,5133.0,1375.0,3386.0,1339.0,3.1326,220800.0
13620,-121.98,37.34,18.0,6649.0,1712.0,3604.0,1651.0,4.5368,307400.0
13624,-121.98,37.32,17.0,9789.0,2552.0,4748.0,2206.0,4.2531,279800.0
13634,-121.98,37.25,19.0,755.0,93.0,267.0,99.0,15.0,500001.0
13638,-121.98,36.99,14.0,6787.0,1454.0,3416.0,1357.0,3.5943,262400.0
13643,-121.99,39.15,17.0,6440.0,1204.0,3266.0,1142.0,2.7137,72000.0
13644,-121.99,38.48,17.0,1824.0,348.0,934.0,305.0,4.6719,250000.0
13647,-121.99,38.34,16.0,1470.0,261.0,748.0,256.0,4.0433,132200.0
13648,-121.99,38.34,13.0,3252.0,610.0,1915.0,631.0,4.2137,151700.0
13649,-121.99,38.27,16.0,4138.0,758.0,1762.0,723.0,3.1979,137500.0
13653,-121.99,37.96,17.0,2756.0,423.0,1228.0,426.0,5.5872,200600.0
13654,-121.99,37.96,16.0,3324.0,479.0,1470.0,461.0,7.6166,260400.0
13656,-121.99,37.81,17.0,465.0,83.0,146.0,75.0,4.9018,188500.0
13657,-121.99,37.77,14.0,8213.0,1364.0,3283.0,1286.0,5.1755,294800.0
13658,-121.99,37.61,9.0,3666.0,711.0,2341.0,703.0,4.6458,217000.0
13661,-121.99,37.56,18.0,5505.0,1005.0,2641.0,971.0,5.0,269700.0
13663,-121.99,37.55,16.0,6647.0,2098.0,4649.0,1903.0,2.9074,213800.0
13675,-121.99,37.35,16.0,3249.0,947.0,1637.0,841.0,4.5427,198400.0
13686,-121.99,37.27,17.0,1527.0,267.0,775.0,260.0,5.9658,278000.0
13688,-121.99,37.26,17.0,4034.0,611.0,1158.0,560.0,8.2069,442500.0
13691,-121.99,37.05,19.0,2023.0,392.0,955.0,328.0,5.2486,353000.0
13693,-121.99,36.99,16.0,1592.0,369.0,1039.0,351.0,3.6364,207000.0
13696,-121.99,36.98,19.0,5613.0,1321.0,3018.0,1268.0,3.1914,215600.0
13697,-121.99,36.97,15.0,3044.0,786.0,1306.0,693.0,2.1771,213200.0
13701,-122.0,38.41,11.0,2838.0,429.0,1331.0,426.0,4.945,298400.0
13702,-122.0,38.38,16.0,2509.0,366.0,1043.0,339.0,6.0704,173400.0
13707,-122.0,38.25,7.0,11768.0,1893.0,6657.0,1874.0,4.9222,142900.0
13708,-122.0,38.23,1.0,2062.0,343.0,872.0,268.0,5.2636,191300.0
13709,-122.0,38.03,4.0,2341.0,408.0,1235.0,431.0,6.0424,165900.0
13717,-122.0,37.95,9.0,2214.0,256.0,848.0,239.0,6.8145,339200.0
13718,-122.0,37.84,16.0,7681.0,946.0,2777.0,908.0,9.5271,500001.0
13720,-122.0,37.58,6.0,4405.0,717.0,2071.0,688.0,5.8151,295600.0
13724,-122.0,37.51,7.0,6352.0,1390.0,3223.0,1316.0,4.9867,181700.0
13726,-122.0,37.4,17.0,5121.0,1017.0,1470.0,968.0,2.9706,81300.0
13727,-122.0,37.4,17.0,4324.0,854.0,1656.0,885.0,3.6619,232400.0
13730,-122.0,37.37,16.0,1434.0,372.0,804.0,361.0,3.7045,178100.0
13732,-122.0,37.36,19.0,2237.0,433.0,1158.0,426.0,6.7718,368300.0
13733,-122.0,37.36,17.0,6012.0,1737.0,3539.0,1625.0,3.8464,239400.0
13734,-122.0,37.36,17.0,2070.0,278.0,797.0,275.0,8.6155,411200.0
13745,-122.0,37.08,17.0,4154.0,739.0,2149.0,693.0,5.5919,373400.0
13747,-122.0,37.0,16.0,32.0,4.0,36.0,5.0,2.625,137500.0
13755,-122.01,38.44,12.0,2344.0,354.0,1035.0,321.0,4.9773,281200.0
13756,-122.01,38.37,16.0,3996.0,550.0,1673.0,539.0,5.778,175700.0
13758,-122.01,38.36,15.0,476.0,67.0,213.0,73.0,7.1053,315200.0
13759,-122.01,38.36,15.0,1176.0,166.0,485.0,171.0,5.9441,228200.0
13760,-122.01,38.35,18.0,4486.0,723.0,1600.0,697.0,3.8651,189700.0
13761,-122.01,38.27,17.0,9089.0,1542.0,4758.0,1520.0,4.0619,126600.0
13762,-122.01,38.26,12.0,4132.0,710.0,2087.0,633.0,4.5987,139700.0
13763,-122.01,38.25,16.0,1081.0,181.0,792.0,184.0,4.6779,131300.0
13764,-122.01,38.25,11.0,6550.0,1149.0,3570.0,1123.0,3.8583,137900.0
13771,-122.01,37.95,8.0,3866.0,539.0,1555.0,513.0,6.0901,298200.0
13774,-122.01,37.94,18.0,2077.0,298.0,937.0,292.0,6.3809,273600.0
13776,-122.01,37.92,18.0,2808.0,337.0,1038.0,337.0,8.3956,353600.0
13777,-122.01,37.92,16.0,2638.0,345.0,1055.0,334.0,8.1163,365800.0
13780,-122.01,37.59,2.0,838.0,295.0,240.0,149.0,2.875,237500.0
13781,-122.01,37.57,14.0,16199.0,2993.0,8117.0,2847.0,5.8322,281800.0
13782,-122.01,37.56,6.0,3028.0,778.0,1531.0,736.0,4.4259,158000.0
13788,-122.01,37.4,14.0,4841.0,1130.0,813.0,517.0,3.7614,137500.0
13791,-122.01,37.39,16.0,3015.0,829.0,1769.0,807.0,4.0068,249500.0
13794,-122.01,37.37,11.0,2559.0,694.0,1309.0,668.0,4.1847,167300.0
13797,-122.01,37.36,16.0,1105.0,354.0,499.0,324.0,4.2061,253600.0
13799,-122.01,37.35,16.0,3716.0,916.0,1551.0,759.0,4.5,323600.0
13807,-122.01,37.26,14.0,2561.0,404.0,1172.0,378.0,7.6107,500001.0
13810,-122.01,37.06,19.0,4113.0,767.0,2006.0,732.0,5.1121,308100.0
13819,-122.01,36.91,19.0,691.0,191.0,324.0,167.0,3.1312,388500.0
13820,-122.02,38.38,16.0,808.0,137.0,371.0,145.0,6.0767,216400.0
13821,-122.02,38.37,16.0,2495.0,331.0,1118.0,338.0,6.4894,198000.0
13823,-122.02,38.26,8.0,2894.0,602.0,1566.0,572.0,3.6335,131600.0
13825,-122.02,38.25,10.0,2237.0,454.0,1255.0,429.0,3.1176,126500.0
13835,-122.02,37.94,19.0,3192.0,612.0,1317.0,594.0,4.125,267100.0
13838,-122.02,37.88,16.0,3031.0,438.0,1087.0,421.0,7.3732,287300.0
13839,-122.02,37.87,14.0,3056.0,369.0,1209.0,377.0,8.4352,441400.0
13841,-122.02,37.8,11.0,6200.0,907.0,2286.0,896.0,7.6518,359300.0
13842,-122.02,37.63,6.0,2445.0,590.0,1189.0,573.0,3.8958,301100.0
13846,-122.02,37.58,15.0,3052.0,760.0,2097.0,728.0,3.3617,178100.0
13853,-122.02,37.37,8.0,5686.0,1489.0,3250.0,1329.0,4.2782,327700.0
13859,-122.02,37.35,18.0,1221.0,255.0,507.0,271.0,5.3679,228400.0
13868,-122.02,37.29,18.0,2550.0,312.0,999.0,320.0,8.7939,500001.0
13882,-122.03,38.3,5.0,1569.0,199.0,713.0,209.0,6.6779,223900.0
13883,-122.03,38.28,15.0,5114.0,833.0,2418.0,778.0,4.4882,144000.0
13887,-122.03,38.25,13.0,3334.0,541.0,1923.0,538.0,4.0905,134800.0
13888,-122.03,38.24,16.0,1104.0,164.0,495.0,156.0,5.4074,157700.0
13894,-122.03,37.98,16.0,1209.0,477.0,627.0,482.0,1.3894,156300.0
13899,-122.03,37.95,14.0,3287.0,793.0,1601.0,716.0,3.1719,220500.0
13912,-122.03,37.59,16.0,4371.0,889.0,2530.0,817.0,4.6786,256000.0
13917,-122.03,37.54,6.0,2918.0,672.0,1911.0,639.0,4.1406,178200.0
13919,-122.03,37.54,16.0,4458.0,856.0,3038.0,870.0,5.0739,208000.0
13920,-122.03,37.53,18.0,1746.0,437.0,1268.0,404.0,3.256,183300.0
13923,-122.03,37.37,9.0,2966.0,770.0,1430.0,740.0,3.0047,256000.0
13926,-122.03,37.37,16.0,3402.0,1193.0,1479.0,1043.0,3.5861,500001.0
13928,-122.03,37.36,16.0,2697.0,803.0,1369.0,723.0,4.4699,367400.0
13930,-122.03,37.35,19.0,3811.0,1227.0,1930.0,1153.0,3.5154,311400.0
13932,-122.03,37.34,17.0,1165.0,278.0,598.0,287.0,4.0129,342400.0
13933,-122.03,37.34,16.0,1755.0,410.0,674.0,410.0,5.1602,231200.0
13934,-122.03,37.32,15.0,5132.0,1059.0,2156.0,982.0,5.6511,404800.0
13942,-122.03,37.05,12.0,2010.0,422.0,784.0,407.0,3.9728,190900.0
13950,-122.03,36.96,18.0,2677.0,785.0,1391.0,656.0,2.5067,232600.0
13955,-122.04,38.27,16.0,8517.0,1910.0,4508.0,1837.0,3.1853,129600.0
13963,-122.04,38.0,16.0,3077.0,733.0,1447.0,709.0,3.2484,91100.0
13970,-122.04,37.96,16.0,2913.0,723.0,1705.0,693.0,2.9097,106300.0
13977,-122.04,37.67,18.0,3000.0,419.0,1155.0,415.0,6.8233,332600.0
13979,-122.04,37.66,10.0,2031.0,357.0,867.0,352.0,5.3169,299200.0
13985,-122.04,37.6,17.0,3314.0,638.0,1873.0,602.0,4.3875,238500.0
13986,-122.04,37.59,14.0,1727.0,302.0,1116.0,273.0,5.3428,243600.0
13987,-122.04,37.58,14.0,14917.0,2708.0,8012.0,2606.0,5.6277,269800.0
13992,-122.04,37.5,17.0,407.0,97.0,307.0,100.0,3.1696,156300.0
14003,-122.04,37.34,19.0,3694.0,1036.0,2496.0,986.0,3.6991,271500.0
14010,-122.04,37.29,19.0,3625.0,432.0,1252.0,409.0,12.2145,500001.0
14014,-122.04,37.04,17.0,4977.0,994.0,1987.0,947.0,3.8854,312300.0
14033,-122.05,38.0,16.0,1085.0,217.0,356.0,232.0,2.3462,75000.0
14034,-122.05,37.97,16.0,60.0,10.0,65.0,19.0,6.1359,250000.0
14042,-122.05,37.93,5.0,4274.0,1153.0,1503.0,881.0,4.0473,266500.0
14043,-122.05,37.92,14.0,12713.0,2558.0,4741.0,2412.0,4.7094,234700.0
14051,-122.05,37.61,16.0,1642.0,346.0,705.0,351.0,2.8971,163900.0
14052,-122.05,37.59,15.0,6243.0,1273.0,3163.0,1274.0,3.7462,212500.0
14053,-122.05,37.57,7.0,10648.0,1818.0,6075.0,1797.0,6.1047,278200.0
14067,-122.05,37.33,17.0,3674.0,824.0,1364.0,694.0,6.3131,436400.0
14071,-122.05,36.97,16.0,3363.0,611.0,1603.0,556.0,4.2542,294100.0
14073,-122.05,36.87,18.0,2232.0,440.0,1091.0,458.0,3.8269,276000.0
14074,-122.06,40.55,17.0,3057.0,577.0,1497.0,556.0,3.5189,101000.0
14076,-122.06,38.27,14.0,6920.0,996.0,3196.0,978.0,5.0672,171300.0
14080,-122.06,37.99,17.0,1319.0,316.0,384.0,269.0,1.8229,137500.0
14081,-122.06,37.99,16.0,2445.0,469.0,721.0,474.0,2.8043,87500.0
14083,-122.06,37.96,10.0,7136.0,1691.0,2959.0,1507.0,3.9816,182000.0
14085,-122.06,37.94,19.0,4005.0,972.0,1896.0,893.0,2.5268,235700.0
14086,-122.06,37.91,15.0,5393.0,1422.0,2133.0,1288.0,4.1612,232800.0
14090,-122.06,37.85,17.0,7475.0,1556.0,2092.0,1449.0,3.6437,186500.0
14091,-122.06,37.77,12.0,14316.0,2045.0,5781.0,2007.0,7.2634,341600.0
14092,-122.06,37.73,5.0,3596.0,467.0,1738.0,512.0,7.0568,412500.0
14100,-122.06,37.63,12.0,6711.0,1374.0,3388.0,1289.0,3.8625,208900.0
14102,-122.06,37.6,18.0,1726.0,276.0,1186.0,310.0,5.3226,231700.0
14103,-122.06,37.6,17.0,5159.0,832.0,3174.0,817.0,5.8704,234400.0
14104,-122.06,37.58,15.0,8112.0,1376.0,4576.0,1348.0,5.6758,253400.0
14109,-122.06,37.37,18.0,3058.0,661.0,1377.0,675.0,6.1299,500001.0
14115,-122.06,37.34,13.0,2057.0,466.0,790.0,436.0,5.0081,288300.0
14118,-122.06,37.3,11.0,5488.0,706.0,1947.0,641.0,10.7326,500001.0
14119,-122.06,37.0,14.0,1547.0,374.0,4731.0,348.0,2.4732,131300.0
14121,-122.07,40.95,14.0,2721.0,627.0,1356.0,468.0,3.0299,73200.0
14122,-122.07,38.41,17.0,3053.0,595.0,1434.0,557.0,3.4741,245800.0
14123,-122.07,38.27,8.0,6761.0,1234.0,3237.0,1177.0,4.3586,173400.0
14124,-122.07,38.26,15.0,1173.0,146.0,450.0,154.0,6.0487,197700.0
14125,-122.07,38.24,15.0,7937.0,1635.0,4390.0,1567.0,3.5464,129800.0
14127,-122.07,37.98,12.0,6915.0,1639.0,2940.0,1468.0,4.0154,186100.0
14141,-122.07,37.88,11.0,1077.0,318.0,590.0,264.0,3.5536,387200.0
14143,-122.07,37.86,17.0,1102.0,224.0,317.0,208.0,3.5893,206300.0
14162,-122.07,37.59,13.0,2578.0,551.0,1680.0,528.0,4.825,222000.0
14163,-122.07,37.58,16.0,1893.0,338.0,1461.0,344.0,5.225,213700.0
14164,-122.07,37.58,16.0,1644.0,251.0,1033.0,267.0,6.5116,244300.0
14165,-122.07,37.58,16.0,1606.0,240.0,1117.0,268.0,6.0661,247000.0
14166,-122.07,37.57,8.0,8647.0,1407.0,5019.0,1379.0,6.5615,318300.0
14167,-122.07,37.52,3.0,14014.0,2861.0,7205.0,2753.0,6.0824,273500.0
14170,-122.07,37.4,16.0,3352.0,813.0,1440.0,729.0,3.7359,262500.0
14171,-122.07,37.4,15.0,2940.0,910.0,943.0,711.0,4.359,192200.0
14174,-122.07,37.39,19.0,1465.0,342.0,646.0,345.0,4.712,289300.0
14184,-122.07,37.33,13.0,2173.0,349.0,891.0,345.0,8.0158,420000.0
14188,-122.08,40.09,19.0,2611.0,503.0,1185.0,483.0,2.3657,94000.0
14189,-122.08,38.3,2.0,6718.0,858.0,2012.0,654.0,6.8872,305200.0
14190,-122.08,37.99,19.0,4657.0,739.0,1914.0,732.0,5.0509,199900.0
14199,-122.08,37.84,17.0,1320.0,159.0,1722.0,141.0,11.7064,500001.0
14200,-122.08,37.82,4.0,2045.0,237.0,830.0,252.0,11.3421,500001.0
14211,-122.08,37.68,15.0,3051.0,685.0,1479.0,668.0,3.5295,242200.0
14214,-122.08,37.65,17.0,5018.0,1439.0,3069.0,1299.0,2.7694,161900.0
14224,-122.08,37.62,17.0,2485.0,518.0,1139.0,550.0,2.6875,157300.0
14226,-122.08,37.6,10.0,3046.0,678.0,2056.0,628.0,3.9022,191700.0
14227,-122.08,37.58,16.0,3349.0,544.0,2003.0,488.0,6.0074,236500.0
14228,-122.08,37.58,15.0,2576.0,418.0,1657.0,410.0,5.5218,254400.0
14232,-122.08,37.4,19.0,3565.0,858.0,1639.0,744.0,4.1544,277000.0
14235,-122.08,37.39,4.0,2292.0,605.0,1050.0,584.0,4.8036,340000.0
14248,-122.08,37.31,17.0,2560.0,396.0,959.0,400.0,7.8528,368900.0
14257,-122.09,38.0,6.0,10191.0,1882.0,4377.0,1789.0,5.2015,204200.0
14258,-122.09,37.99,19.0,3073.0,506.0,1773.0,493.0,5.4496,205400.0
14259,-122.09,37.98,14.0,5381.0,871.0,2296.0,872.0,5.6875,211000.0
14260,-122.09,37.97,5.0,5303.0,779.0,2017.0,727.0,6.9961,294100.0
14262,-122.09,37.91,18.0,9576.0,1455.0,3486.0,1380.0,7.0895,306900.0
14288,-122.09,37.41,8.0,1480.0,414.0,856.0,445.0,2.8203,284100.0
14289,-122.09,37.41,18.0,1476.0,473.0,838.0,415.0,3.575,274000.0
14290,-122.09,37.41,14.0,753.0,193.0,421.0,153.0,4.2463,266700.0
14294,-122.09,37.4,17.0,748.0,184.0,412.0,180.0,3.4375,290600.0
14310,-122.1,38.24,13.0,7367.0,1042.0,3193.0,983.0,5.3102,195000.0
14312,-122.1,37.97,18.0,4326.0,655.0,1753.0,646.0,5.6931,269600.0
14334,-122.1,37.63,18.0,9963.0,2031.0,5613.0,1946.0,3.8171,187200.0
14339,-122.1,37.4,19.0,1085.0,288.0,1009.0,305.0,3.9091,276000.0
14347,-122.1,37.19,18.0,808.0,136.0,420.0,145.0,7.1831,273300.0
14351,-122.11,38.0,9.0,3424.0,583.0,1460.0,543.0,5.76,212600.0
14352,-122.11,37.99,16.0,3913.0,710.0,1782.0,676.0,5.1297,206700.0
14353,-122.11,37.99,10.0,2864.0,514.0,1300.0,507.0,4.3875,287700.0
14354,-122.11,37.98,11.0,4371.0,679.0,1790.0,660.0,6.135,297300.0
14357,-122.11,37.83,19.0,5130.0,741.0,1887.0,712.0,7.203,369900.0
14360,-122.11,37.7,19.0,2693.0,789.0,1765.0,724.0,2.4206,137500.0
14368,-122.11,37.65,18.0,4335.0,808.0,2041.0,734.0,3.4861,331600.0
14369,-122.11,37.64,8.0,3592.0,849.0,1907.0,746.0,3.6708,197900.0
14377,-122.11,37.4,16.0,1994.0,489.0,1173.0,472.0,4.1875,266400.0
14383,-122.11,37.31,7.0,189.0,26.0,84.0,29.0,13.8093,500001.0
14384,-122.11,37.05,18.0,3337.0,549.0,1449.0,519.0,5.1412,315800.0
14386,-122.12,39.91,16.0,4006.0,797.0,2028.0,752.0,2.3929,77200.0
14394,-122.12,37.85,18.0,5252.0,686.0,1870.0,657.0,8.0074,454100.0
14401,-122.12,37.7,19.0,2495.0,635.0,1571.0,579.0,2.5833,159900.0
14402,-122.12,37.7,17.0,2488.0,617.0,1287.0,538.0,2.9922,179900.0
14423,-122.12,37.37,18.0,1617.0,231.0,555.0,222.0,8.9021,500001.0
14424,-122.12,37.29,11.0,436.0,70.0,212.0,75.0,8.6196,500001.0
14435,-122.13,37.87,18.0,1820.0,220.0,728.0,229.0,10.3713,426100.0
14448,-122.13,37.7,19.0,3516.0,710.0,1810.0,703.0,3.9032,218000.0
14450,-122.13,37.69,17.0,2380.0,769.0,1216.0,643.0,3.395,271300.0
14473,-122.14,38.16,4.0,3273.0,495.0,1497.0,454.0,5.3345,176100.0
14491,-122.14,37.71,18.0,3905.0,1007.0,2197.0,1044.0,3.6932,166800.0
14493,-122.14,37.7,17.0,1463.0,292.0,695.0,330.0,4.5859,187200.0
14515,-122.14,37.08,18.0,2420.0,439.0,1278.0,416.0,5.2101,334000.0
14516,-122.15,38.29,17.0,1625.0,239.0,703.0,224.0,6.5891,328800.0
14517,-122.15,38.06,10.0,3008.0,532.0,1381.0,522.0,5.3661,195800.0
14518,-122.15,38.04,14.0,2804.0,587.0,1083.0,573.0,2.6466,168500.0
14533,-122.15,37.71,18.0,5778.0,1526.0,2441.0,1352.0,3.1682,202700.0
